lcsc_id,mpn,manufacturer,category,subcategory,package,voltage_v,capacitance_f,resistance_ohm,inductance_h,tolerance,temp_coeff,power_w,stock,price_cny,moq,description,keywords
,GRM21BR71H104KA01,Murata,Capacitor,X7R,0805,50.0,1e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0805 X7R 50V,capacitor 0805 X7R 50V
,GRM21BR71H224KA01,Murata,Capacitor,X7R,0805,50.0,2.2e-07,,,±10%,±15% (-55 to +125°C),,,,,2e-07F 0805 X7R 50V,capacitor 0805 X7R 50V
,GRM21BR71H474KA01,Murata,Capacitor,X7R,0805,50.0,4.7e-07,,,±10%,±15% (-55 to +125°C),,,,,5e-07F 0805 X7R 50V,capacitor 0805 X7R 50V
,GRM21BR71H105KA01,Murata,Capacitor,X7R,0805,50.0,1e-06,,,±10%,±15% (-55 to +125°C),,,,,1e-06F 0805 X7R 50V,capacitor 0805 X7R 50V
,GRM31CR71C106KA01,Murata,Capacitor,X7R,1206,16.0,1e-05,,,±10%,±15% (-55 to +125°C),,,,,1e-05F 1206 X7R 16V,capacitor 1206 X7R 16V
,GRM31CR71C226KA01,Murata,Capacitor,X7R,1206,16.0,2.2e-05,,,±10%,±15% (-55 to +125°C),,,,,2e-05F 1206 X7R 16V,capacitor 1206 X7R 16V
,GRM31CR71E106KA01,Murata,Capacitor,X7R,1206,25.0,1e-05,,,±10%,±15% (-55 to +125°C),,,,,1e-05F 1206 X7R 25V,capacitor 1206 X7R 25V
,GRM31CR71E226KA01,Murata,Capacitor,X7R,1206,25.0,2.2e-05,,,±10%,±15% (-55 to +125°C),,,,,2e-05F 1206 X7R 25V,capacitor 1206 X7R 25V
,GRM31CR71H105KA01,Murata,Capacitor,X7R,1206,50.0,1e-06,,,±10%,±15% (-55 to +125°C),,,,,1e-06F 1206 X7R 50V,capacitor 1206 X7R 50V
,GRM31CR71H225KA01,Murata,Capacitor,X7R,1206,50.0,2.2e-06,,,±10%,±15% (-55 to +125°C),,,,,2e-06F 1206 X7R 50V,capacitor 1206 X7R 50V
,GRM31CR71H475KA01,Murata,Capacitor,X7R,1206,50.0,4.7e-06,,,±10%,±15% (-55 to +125°C),,,,,5e-06F 1206 X7R 50V,capacitor 1206 X7R 50V
,UMK105CG1R0CW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,1e-12,,,±5%,±30ppm/°C,,,,,1e-12F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG1R5CW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,1.5e-12,,,±5%,±30ppm/°C,,,,,2e-12F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG2R2CW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,2.2e-12,,,±5%,±30ppm/°C,,,,,2e-12F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG3R3CW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,3.3e-12,,,±5%,±30ppm/°C,,,,,3e-12F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG4R7CW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,4.7e-12,,,±5%,±30ppm/°C,,,,,5e-12F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG6R8DW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,6.8e-12,,,±5%,±30ppm/°C,,,,,7e-12F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG100JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,1e-11,,,±5%,±30ppm/°C,,,,,1e-11F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG150JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,1.5e-11,,,±5%,±30ppm/°C,,,,,1e-11F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG220JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,2.2e-11,,,±5%,±30ppm/°C,,,,,2e-11F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG330JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,3.3e-11,,,±5%,±30ppm/°C,,,,,3e-11F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG470JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,4.7e-11,,,±5%,±30ppm/°C,,,,,5e-11F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG680JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,6.8e-11,,,±5%,±30ppm/°C,,,,,7e-11F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG101JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,1e-10,,,±5%,±30ppm/°C,,,,,1e-10F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG151JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,1.5e-10,,,±5%,±30ppm/°C,,,,,1e-10F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG221JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,2.2e-10,,,±5%,±30ppm/°C,,,,,2e-10F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG331JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,3.3e-10,,,±5%,±30ppm/°C,,,,,3e-10F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG471JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,4.7e-10,,,±5%,±30ppm/°C,,,,,5e-10F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG681JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,6.8e-10,,,±5%,±30ppm/°C,,,,,7e-10F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG102JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,1e-09,,,±5%,±30ppm/°C,,,,,1e-09F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG152JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,1.5e-09,,,±5%,±30ppm/°C,,,,,1e-09F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG222JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,2.2e-09,,,±5%,±30ppm/°C,,,,,2e-09F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG332JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,3.3e-09,,,±5%,±30ppm/°C,,,,,3e-09F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG472JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,4.7e-09,,,±5%,±30ppm/°C,,,,,5e-09F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG682JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,6.8e-09,,,±5%,±30ppm/°C,,,,,7e-09F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105CG103JW-F,Taiyo Yuden,Capacitor,C0G/NP0,0402,50.0,1e-08,,,±5%,±30ppm/°C,,,,,1e-08F 0402 C0G 50V,capacitor 0402 C0G 50V
,UMK105B7103KW-F,Taiyo Yuden,Capacitor,X7R,0402,16.0,1e-08,,,±10%,±15% (-55 to +125°C),,,,,1e-08F 0402 X7R 16V,capacitor 0402 X7R 16V
,UMK105B7153KW-F,Taiyo Yuden,Capacitor,X7R,0402,16.0,1.5e-08,,,±10%,±15% (-55 to +125°C),,,,,1e-08F 0402 X7R 16V,capacitor 0402 X7R 16V
,UMK105B7223KW-F,Taiyo Yuden,Capacitor,X7R,0402,16.0,2.2e-08,,,±10%,±15% (-55 to +125°C),,,,,2e-08F 0402 X7R 16V,capacitor 0402 X7R 16V
,UMK105B7333KW-F,Taiyo Yuden,Capacitor,X7R,0402,16.0,3.3e-08,,,±10%,±15% (-55 to +125°C),,,,,3e-08F 0402 X7R 16V,capacitor 0402 X7R 16V
,UMK105B7473KW-F,Taiyo Yuden,Capacitor,X7R,0402,16.0,4.7e-08,,,±10%,±15% (-55 to +125°C),,,,,5e-08F 0402 X7R 16V,capacitor 0402 X7R 16V
,UMK105B7683KW-F,Taiyo Yuden,Capacitor,X7R,0402,16.0,6.8e-08,,,±10%,±15% (-55 to +125°C),,,,,7e-08F 0402 X7R 16V,capacitor 0402 X7R 16V
,UMK105B7104KW-F,Taiyo Yuden,Capacitor,X7R,0402,16.0,1e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0402 X7R 16V,capacitor 0402 X7R 16V
,UMK105B7154KW-F,Taiyo Yuden,Capacitor,X7R,0402,16.0,1.5e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0402 X7R 16V,capacitor 0402 X7R 16V
,UMK105B7224KW-F,Taiyo Yuden,Capacitor,X7R,0402,16.0,2.2e-07,,,±10%,±15% (-55 to +125°C),,,,,2e-07F 0402 X7R 16V,capacitor 0402 X7R 16V
,UMK105B7103KV-F,Taiyo Yuden,Capacitor,X7R,0402,25.0,1e-08,,,±10%,±15% (-55 to +125°C),,,,,1e-08F 0402 X7R 25V,capacitor 0402 X7R 25V
,UMK105B7223KV-F,Taiyo Yuden,Capacitor,X7R,0402,25.0,2.2e-08,,,±10%,±15% (-55 to +125°C),,,,,2e-08F 0402 X7R 25V,capacitor 0402 X7R 25V
,UMK105B7473KV-F,Taiyo Yuden,Capacitor,X7R,0402,25.0,4.7e-08,,,±10%,±15% (-55 to +125°C),,,,,5e-08F 0402 X7R 25V,capacitor 0402 X7R 25V
,UMK105B7104KV-F,Taiyo Yuden,Capacitor,X7R,0402,25.0,1e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0402 X7R 25V,capacitor 0402 X7R 25V
,UMK105B7103KJ-F,Taiyo Yuden,Capacitor,X7R,0402,50.0,1e-08,,,±10%,±15% (-55 to +125°C),,,,,1e-08F 0402 X7R 50V,capacitor 0402 X7R 50V
,UMK105B7223KJ-F,Taiyo Yuden,Capacitor,X7R,0402,50.0,2.2e-08,,,±10%,±15% (-55 to +125°C),,,,,2e-08F 0402 X7R 50V,capacitor 0402 X7R 50V
,UMK105B7473KJ-F,Taiyo Yuden,Capacitor,X7R,0402,50.0,4.7e-08,,,±10%,±15% (-55 to +125°C),,,,,5e-08F 0402 X7R 50V,capacitor 0402 X7R 50V
,UMK105B7104KJ-F,Taiyo Yuden,Capacitor,X7R,0402,50.0,1e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0402 X7R 50V,capacitor 0402 X7R 50V
,EMK107B7103KW-F,Taiyo Yuden,Capacitor,X7R,0603,16.0,1e-08,,,±10%,±15% (-55 to +125°C),,,,,1e-08F 0603 X7R 16V,capacitor 0603 X7R 16V
,EMK107B7153KW-F,Taiyo Yuden,Capacitor,X7R,0603,16.0,1.5e-08,,,±10%,±15% (-55 to +125°C),,,,,1e-08F 0603 X7R 16V,capacitor 0603 X7R 16V
,EMK107B7223KW-F,Taiyo Yuden,Capacitor,X7R,0603,16.0,2.2e-08,,,±10%,±15% (-55 to +125°C),,,,,2e-08F 0603 X7R 16V,capacitor 0603 X7R 16V
,EMK107B7333KW-F,Taiyo Yuden,Capacitor,X7R,0603,16.0,3.3e-08,,,±10%,±15% (-55 to +125°C),,,,,3e-08F 0603 X7R 16V,capacitor 0603 X7R 16V
,EMK107B7473KW-F,Taiyo Yuden,Capacitor,X7R,0603,16.0,4.7e-08,,,±10%,±15% (-55 to +125°C),,,,,5e-08F 0603 X7R 16V,capacitor 0603 X7R 16V
,EMK107B7683KW-F,Taiyo Yuden,Capacitor,X7R,0603,16.0,6.8e-08,,,±10%,±15% (-55 to +125°C),,,,,7e-08F 0603 X7R 16V,capacitor 0603 X7R 16V
,EMK107B7104KW-F,Taiyo Yuden,Capacitor,X7R,0603,16.0,1e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0603 X7R 16V,capacitor 0603 X7R 16V
,EMK107B7154KW-F,Taiyo Yuden,Capacitor,X7R,0603,16.0,1.5e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0603 X7R 16V,capacitor 0603 X7R 16V
,EMK107B7224KW-F,Taiyo Yuden,Capacitor,X7R,0603,16.0,2.2e-07,,,±10%,±15% (-55 to +125°C),,,,,2e-07F 0603 X7R 16V,capacitor 0603 X7R 16V
,EMK107B7334KW-F,Taiyo Yuden,Capacitor,X7R,0603,16.0,3.3e-07,,,±10%,±15% (-55 to +125°C),,,,,3e-07F 0603 X7R 16V,capacitor 0603 X7R 16V
,EMK107B7474KW-F,Taiyo Yuden,Capacitor,X7R,0603,16.0,4.7e-07,,,±10%,±15% (-55 to +125°C),,,,,5e-07F 0603 X7R 16V,capacitor 0603 X7R 16V
,EMK107B7105KW-F,Taiyo Yuden,Capacitor,X7R,0603,16.0,1e-06,,,±10%,±15% (-55 to +125°C),,,,,1e-06F 0603 X7R 16V,capacitor 0603 X7R 16V
,EMK107B7103KV-F,Taiyo Yuden,Capacitor,X7R,0603,25.0,1e-08,,,±10%,±15% (-55 to +125°C),,,,,1e-08F 0603 X7R 25V,capacitor 0603 X7R 25V
,EMK107B7223KV-F,Taiyo Yuden,Capacitor,X7R,0603,25.0,2.2e-08,,,±10%,±15% (-55 to +125°C),,,,,2e-08F 0603 X7R 25V,capacitor 0603 X7R 25V
,EMK107B7473KV-F,Taiyo Yuden,Capacitor,X7R,0603,25.0,4.7e-08,,,±10%,±15% (-55 to +125°C),,,,,5e-08F 0603 X7R 25V,capacitor 0603 X7R 25V
,EMK107B7104KV-F,Taiyo Yuden,Capacitor,X7R,0603,25.0,1e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0603 X7R 25V,capacitor 0603 X7R 25V
,EMK107B7224KV-F,Taiyo Yuden,Capacitor,X7R,0603,25.0,2.2e-07,,,±10%,±15% (-55 to +125°C),,,,,2e-07F 0603 X7R 25V,capacitor 0603 X7R 25V
,EMK107B7474KV-F,Taiyo Yuden,Capacitor,X7R,0603,25.0,4.7e-07,,,±10%,±15% (-55 to +125°C),,,,,5e-07F 0603 X7R 25V,capacitor 0603 X7R 25V
,EMK107B7103KJ-F,Taiyo Yuden,Capacitor,X7R,0603,50.0,1e-08,,,±10%,±15% (-55 to +125°C),,,,,1e-08F 0603 X7R 50V,capacitor 0603 X7R 50V
,EMK107B7223KJ-F,Taiyo Yuden,Capacitor,X7R,0603,50.0,2.2e-08,,,±10%,±15% (-55 to +125°C),,,,,2e-08F 0603 X7R 50V,capacitor 0603 X7R 50V
,EMK107B7473KJ-F,Taiyo Yuden,Capacitor,X7R,0603,50.0,4.7e-08,,,±10%,±15% (-55 to +125°C),,,,,5e-08F 0603 X7R 50V,capacitor 0603 X7R 50V
,EMK107B7104KJ-F,Taiyo Yuden,Capacitor,X7R,0603,50.0,1e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0603 X7R 50V,capacitor 0603 X7R 50V
,EMK107B7224KJ-F,Taiyo Yuden,Capacitor,X7R,0603,50.0,2.2e-07,,,±10%,±15% (-55 to +125°C),,,,,2e-07F 0603 X7R 50V,capacitor 0603 X7R 50V
,EMK107B7474KJ-F,Taiyo Yuden,Capacitor,X7R,0603,50.0,4.7e-07,,,±10%,±15% (-55 to +125°C),,,,,5e-07F 0603 X7R 50V,capacitor 0603 X7R 50V
,GMK212B7104KG-F,Taiyo Yuden,Capacitor,X7R,0805,16.0,1e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0805 X7R 16V,capacitor 0805 X7R 16V
,GMK212B7224KG-F,Taiyo Yuden,Capacitor,X7R,0805,16.0,2.2e-07,,,±10%,±15% (-55 to +125°C),,,,,2e-07F 0805 X7R 16V,capacitor 0805 X7R 16V
,GMK212B7474KG-F,Taiyo Yuden,Capacitor,X7R,0805,16.0,4.7e-07,,,±10%,±15% (-55 to +125°C),,,,,5e-07F 0805 X7R 16V,capacitor 0805 X7R 16V
,GMK212B7105KG-F,Taiyo Yuden,Capacitor,X7R,0805,16.0,1e-06,,,±10%,±15% (-55 to +125°C),,,,,1e-06F 0805 X7R 16V,capacitor 0805 X7R 16V
,GMK212B7225KG-F,Taiyo Yuden,Capacitor,X7R,0805,16.0,2.2e-06,,,±10%,±15% (-55 to +125°C),,,,,2e-06F 0805 X7R 16V,capacitor 0805 X7R 16V
,GMK212B7475KG-F,Taiyo Yuden,Capacitor,X7R,0805,16.0,4.7e-06,,,±10%,±15% (-55 to +125°C),,,,,5e-06F 0805 X7R 16V,capacitor 0805 X7R 16V
,GMK212B7104KD-F,Taiyo Yuden,Capacitor,X7R,0805,25.0,1e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0805 X7R 25V,capacitor 0805 X7R 25V
,GMK212B7224KD-F,Taiyo Yuden,Capacitor,X7R,0805,25.0,2.2e-07,,,±10%,±15% (-55 to +125°C),,,,,2e-07F 0805 X7R 25V,capacitor 0805 X7R 25V
,GMK212B7474KD-F,Taiyo Yuden,Capacitor,X7R,0805,25.0,4.7e-07,,,±10%,±15% (-55 to +125°C),,,,,5e-07F 0805 X7R 25V,capacitor 0805 X7R 25V
,GMK212B7105KD-F,Taiyo Yuden,Capacitor,X7R,0805,25.0,1e-06,,,±10%,±15% (-55 to +125°C),,,,,1e-06F 0805 X7R 25V,capacitor 0805 X7R 25V
,GMK212B7225KD-F,Taiyo Yuden,Capacitor,X7R,0805,25.0,2.2e-06,,,±10%,±15% (-55 to +125°C),,,,,2e-06F 0805 X7R 25V,capacitor 0805 X7R 25V
,GMK212B7104KB-F,Taiyo Yuden,Capacitor,X7R,0805,50.0,1e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0805 X7R 50V,capacitor 0805 X7R 50V
,GMK212B7224KB-F,Taiyo Yuden,Capacitor,X7R,0805,50.0,2.2e-07,,,±10%,±15% (-55 to +125°C),,,,,2e-07F 0805 X7R 50V,capacitor 0805 X7R 50V
,GMK212B7474KB-F,Taiyo Yuden,Capacitor,X7R,0805,50.0,4.7e-07,,,±10%,±15% (-55 to +125°C),,,,,5e-07F 0805 X7R 50V,capacitor 0805 X7R 50V
,CL05A103KB5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,50.0,1e-08,,,±10%,±15% (-55 to +125°C),,,,,1e-08F 0402 X7R 50V,capacitor 0402 X7R 50V
,CL05A153KB5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,50.0,1.5e-08,,,±10%,±15% (-55 to +125°C),,,,,1e-08F 0402 X7R 50V,capacitor 0402 X7R 50V
,CL05A223KB5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,50.0,2.2e-08,,,±10%,±15% (-55 to +125°C),,,,,2e-08F 0402 X7R 50V,capacitor 0402 X7R 50V
,CL05A333KB5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,50.0,3.3e-08,,,±10%,±15% (-55 to +125°C),,,,,3e-08F 0402 X7R 50V,capacitor 0402 X7R 50V
,CL05A473KB5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,50.0,4.7e-08,,,±10%,±15% (-55 to +125°C),,,,,5e-08F 0402 X7R 50V,capacitor 0402 X7R 50V
,CL05A683KB5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,50.0,6.8e-08,,,±10%,±15% (-55 to +125°C),,,,,7e-08F 0402 X7R 50V,capacitor 0402 X7R 50V
,CL05A104KB5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,50.0,1e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0402 X7R 50V,capacitor 0402 X7R 50V
,CL05A154KB5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,50.0,1.5e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0402 X7R 50V,capacitor 0402 X7R 50V
,CL05A224KB5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,50.0,2.2e-07,,,±10%,±15% (-55 to +125°C),,,,,2e-07F 0402 X7R 50V,capacitor 0402 X7R 50V
,CL05A103KO5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,16.0,1e-08,,,±10%,±15% (-55 to +125°C),,,,,1e-08F 0402 X7R 16V,capacitor 0402 X7R 16V
,CL05A223KO5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,16.0,2.2e-08,,,±10%,±15% (-55 to +125°C),,,,,2e-08F 0402 X7R 16V,capacitor 0402 X7R 16V
,CL05A473KO5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,16.0,4.7e-08,,,±10%,±15% (-55 to +125°C),,,,,5e-08F 0402 X7R 16V,capacitor 0402 X7R 16V
,CL05A104KO5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,16.0,1e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0402 X7R 16V,capacitor 0402 X7R 16V
,CL05A103KQ5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,6.3,1e-08,,,±10%,±15% (-55 to +125°C),,,,,1e-08F 0402 X7R 6.3V,capacitor 0402 X7R 6.3V
,CL05A223KQ5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,6.3,2.2e-08,,,±10%,±15% (-55 to +125°C),,,,,2e-08F 0402 X7R 6.3V,capacitor 0402 X7R 6.3V
,CL05A473KQ5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,6.3,4.7e-08,,,±10%,±15% (-55 to +125°C),,,,,5e-08F 0402 X7R 6.3V,capacitor 0402 X7R 6.3V
,CL05A104KQ5NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0402,6.3,1e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0402 X7R 6.3V,capacitor 0402 X7R 6.3V
,CL05A104MP5NNNC,Samsung Electro-Mechanics,Capacitor,X5R,0402,10.0,1e-07,,,±10%,±15% (-55 to +85°C),,,,,1e-07F 0402 X5R 10V,capacitor 0402 X5R 10V
,CL05A224MP5NNNC,Samsung Electro-Mechanics,Capacitor,X5R,0402,10.0,2.2e-07,,,±10%,±15% (-55 to +85°C),,,,,2e-07F 0402 X5R 10V,capacitor 0402 X5R 10V
,CL05A474MP5NNNC,Samsung Electro-Mechanics,Capacitor,X5R,0402,10.0,4.7e-07,,,±10%,±15% (-55 to +85°C),,,,,5e-07F 0402 X5R 10V,capacitor 0402 X5R 10V
,CL05A105MP5NNNC,Samsung Electro-Mechanics,Capacitor,X5R,0402,10.0,1e-06,,,±10%,±15% (-55 to +85°C),,,,,1e-06F 0402 X5R 10V,capacitor 0402 X5R 10V
,CL05A225MP5NNNC,Samsung Electro-Mechanics,Capacitor,X5R,0402,10.0,2.2e-06,,,±10%,±15% (-55 to +85°C),,,,,2e-06F 0402 X5R 10V,capacitor 0402 X5R 10V
,CL05A475MP5NNNC,Samsung Electro-Mechanics,Capacitor,X5R,0402,10.0,4.7e-06,,,±10%,±15% (-55 to +85°C),,,,,5e-06F 0402 X5R 10V,capacitor 0402 X5R 10V
,CL05A105MQ5NNNC,Samsung Electro-Mechanics,Capacitor,X5R,0402,6.3,1e-06,,,±10%,±15% (-55 to +85°C),,,,,1e-06F 0402 X5R 6.3V,capacitor 0402 X5R 6.3V
,CL05A225MQ5NNNC,Samsung Electro-Mechanics,Capacitor,X5R,0402,6.3,2.2e-06,,,±10%,±15% (-55 to +85°C),,,,,2e-06F 0402 X5R 6.3V,capacitor 0402 X5R 6.3V
,CL10B103KB8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,50.0,1e-08,,,±10%,±15% (-55 to +125°C),,,,,1e-08F 0603 X7R 50V,capacitor 0603 X7R 50V
,CL10B153KB8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,50.0,1.5e-08,,,±10%,±15% (-55 to +125°C),,,,,1e-08F 0603 X7R 50V,capacitor 0603 X7R 50V
,CL10B223KB8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,50.0,2.2e-08,,,±10%,±15% (-55 to +125°C),,,,,2e-08F 0603 X7R 50V,capacitor 0603 X7R 50V
,CL10B333KB8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,50.0,3.3e-08,,,±10%,±15% (-55 to +125°C),,,,,3e-08F 0603 X7R 50V,capacitor 0603 X7R 50V
,CL10B473KB8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,50.0,4.7e-08,,,±10%,±15% (-55 to +125°C),,,,,5e-08F 0603 X7R 50V,capacitor 0603 X7R 50V
,CL10B683KB8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,50.0,6.8e-08,,,±10%,±15% (-55 to +125°C),,,,,7e-08F 0603 X7R 50V,capacitor 0603 X7R 50V
,CL10B104KB8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,50.0,1e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0603 X7R 50V,capacitor 0603 X7R 50V
,CL10B154KB8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,50.0,1.5e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0603 X7R 50V,capacitor 0603 X7R 50V
,CL10B224KB8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,50.0,2.2e-07,,,±10%,±15% (-55 to +125°C),,,,,2e-07F 0603 X7R 50V,capacitor 0603 X7R 50V
,CL10B334KB8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,50.0,3.3e-07,,,±10%,±15% (-55 to +125°C),,,,,3e-07F 0603 X7R 50V,capacitor 0603 X7R 50V
,CL10B474KB8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,50.0,4.7e-07,,,±10%,±15% (-55 to +125°C),,,,,5e-07F 0603 X7R 50V,capacitor 0603 X7R 50V
,CL10B105KB8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,50.0,1e-06,,,±10%,±15% (-55 to +125°C),,,,,1e-06F 0603 X7R 50V,capacitor 0603 X7R 50V
,CL10B103KO8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,16.0,1e-08,,,±10%,±15% (-55 to +125°C),,,,,1e-08F 0603 X7R 16V,capacitor 0603 X7R 16V
,CL10B223KO8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,16.0,2.2e-08,,,±10%,±15% (-55 to +125°C),,,,,2e-08F 0603 X7R 16V,capacitor 0603 X7R 16V
,CL10B473KO8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,16.0,4.7e-08,,,±10%,±15% (-55 to +125°C),,,,,5e-08F 0603 X7R 16V,capacitor 0603 X7R 16V
,CL10B104KO8NNNC,Samsung Electro-Mechanics,Capacitor,X7R,0603,16.0,1e-07,,,±10%,±15% (-55 to +125°C),,,,,1e-07F 0603 X7R 16V,capacitor 0603 X7R 16V
,LQG15HN1N0S02,Murata,Inductor,High-Frequency,0402,,,,1e-09,±5%,±25ppm/°C,,,,,1e-09H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN1N2S02,Murata,Inductor,High-Frequency,0402,,,,1.2e-09,±5%,±25ppm/°C,,,,,1e-09H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN1N5S02,Murata,Inductor,High-Frequency,0402,,,,1.5e-09,±5%,±25ppm/°C,,,,,1e-09H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN1N8S02,Murata,Inductor,High-Frequency,0402,,,,1.8e-09,±5%,±25ppm/°C,,,,,2e-09H 0402 HF ±5%,inductor 0402 high-frequency
,LQG15HN2N2S02,Murata,Inductor,High-Frequency,0402,,,,2.2e-09,±5%,±25ppm/°C,,,,,2e-09H 0402 HF ±5%,inductor 0402 high-frequency
